# (chi2_cut) (curv_cut) (se_chi2_fpass) (se_curv_fpass) (bb_chi2_fpass) (bb_curv_fpass) (se_both_pass) (bb_both_pass)
-0.0224794717085 -0.0233835084186 0.763307984791 1.0 0.690553191489 0.999829787234 0.763307984791 0.690382978723
-0.0159402804552 -0.0233835084186 0.731558935361 1.0 0.645106382979 0.999829787234 0.731558935361 0.644936170213
-0.00940108920187 -0.0233835084186 0.698479087452 1.0 0.600680851064 0.999829787234 0.698479087452 0.600510638298
-0.00286189794854 -0.0233835084186 0.66463878327 1.0 0.551659574468 0.999829787234 0.66463878327 0.551489361702
0.00367729330479 -0.0233835084186 0.625095057034 1.0 0.507574468085 0.999829787234 0.625095057034 0.507404255319
0.0102164845581 -0.0233835084186 0.584790874525 1.0 0.457191489362 0.999829787234 0.584790874525 0.457021276596
0.0167556758114 -0.0233835084186 0.544106463878 1.0 0.412085106383 0.999829787234 0.544106463878 0.412085106383
0.0232948670648 -0.0233835084186 0.50608365019 1.0 0.365787234043 0.999829787234 0.50608365019 0.365787234043
0.0298340583181 -0.0233835084186 0.464828897338 1.0 0.322382978723 0.999829787234 0.464828897338 0.322382978723
0.0363732495714 -0.0233835084186 0.424524714829 1.0 0.283914893617 0.999829787234 0.424524714829 0.283914893617
0.0429124408248 -0.0233835084186 0.386121673004 1.0 0.245106382979 0.999829787234 0.386121673004 0.245106382979
0.0494516320781 -0.0233835084186 0.348859315589 1.0 0.213617021277 0.999829787234 0.348859315589 0.213617021277
0.0559908233314 -0.0233835084186 0.31216730038 1.0 0.186723404255 0.999829787234 0.31216730038 0.186723404255
0.0625300145848 -0.0233835084186 0.278517110266 1.0 0.15914893617 0.999829787234 0.278517110266 0.15914893617
0.0690692058381 -0.0233835084186 0.250760456274 1.0 0.136 0.999829787234 0.250760456274 0.136
0.0756083970914 -0.0233835084186 0.225285171103 1.0 0.120170212766 0.999829787234 0.225285171103 0.120170212766
0.0821475883447 -0.0233835084186 0.204182509506 1.0 0.100765957447 0.999829787234 0.204182509506 0.100765957447
0.0886867795981 -0.0233835084186 0.181178707224 1.0 0.0845957446809 0.999829787234 0.181178707224 0.0845957446809
0.0952259708514 -0.0233835084186 0.161596958175 1.0 0.0714893617021 0.999829787234 0.161596958175 0.0714893617021
0.101765162105 -0.0233835084186 0.142015209125 1.0 0.0609361702128 0.999829787234 0.142015209125 0.0609361702128
0.108304353358 -0.0233835084186 0.125285171103 1.0 0.0524255319149 0.999829787234 0.125285171103 0.0524255319149
0.114843544611 -0.0233835084186 0.111596958175 1.0 0.0462978723404 0.999829787234 0.111596958175 0.0462978723404
0.121382735865 -0.0233835084186 0.0971482889734 1.0 0.0403404255319 0.999829787234 0.0971482889734 0.0403404255319
0.127921927118 -0.0233835084186 0.0838403041825 1.0 0.035914893617 0.999829787234 0.0838403041825 0.035914893617
0.134461118371 -0.0233835084186 0.0747148288973 1.0 0.032 0.999829787234 0.0747148288973 0.032
0.141000309625 -0.0233835084186 0.0669201520913 1.0 0.0284255319149 0.999829787234 0.0669201520913 0.0284255319149
0.147539500878 -0.0233835084186 0.0589353612167 1.0 0.0251914893617 0.999829787234 0.0589353612167 0.0251914893617
0.154078692131 -0.0233835084186 0.0519011406844 1.0 0.0209361702128 0.999829787234 0.0519011406844 0.0209361702128
0.160617883385 -0.0233835084186 0.0461977186312 1.0 0.0183829787234 0.999829787234 0.0461977186312 0.0183829787234
0.167157074638 -0.0233835084186 0.0408745247148 1.0 0.016170212766 0.999829787234 0.0408745247148 0.016170212766
0.173696265891 -0.0233835084186 0.0368821292776 1.0 0.0137872340426 0.999829787234 0.0368821292776 0.0137872340426
0.180235457145 -0.0233835084186 0.0321292775665 1.0 0.0127659574468 0.999829787234 0.0321292775665 0.0127659574468
0.186774648398 -0.0233835084186 0.0287072243346 1.0 0.0112340425532 0.999829787234 0.0287072243346 0.0112340425532
0.193313839651 -0.0233835084186 0.0264258555133 1.0 0.0091914893617 0.999829787234 0.0264258555133 0.0091914893617
0.199853030905 -0.0233835084186 0.0237642585551 1.0 0.00782978723404 0.999829787234 0.0237642585551 0.00782978723404
0.206392222158 -0.0233835084186 0.0226235741445 1.0 0.00714893617021 0.999829787234 0.0226235741445 0.00714893617021
0.212931413411 -0.0233835084186 0.0209125475285 1.0 0.00612765957447 0.999829787234 0.0209125475285 0.00612765957447
0.219470604665 -0.0233835084186 0.0182509505703 1.0 0.00510638297872 0.999829787234 0.0182509505703 0.00510638297872
0.226009795918 -0.0233835084186 0.0150190114068 1.0 0.00425531914894 0.999829787234 0.0150190114068 0.00425531914894
0.232548987171 -0.0233835084186 0.0121673003802 1.0 0.00391489361702 0.999829787234 0.0121673003802 0.00391489361702
0.239088178425 -0.0233835084186 0.0100760456274 1.0 0.00323404255319 0.999829787234 0.0100760456274 0.00323404255319
0.245627369678 -0.0233835084186 0.00950570342205 1.0 0.00272340425532 0.999829787234 0.00950570342205 0.00272340425532
0.252166560931 -0.0233835084186 0.00779467680608 1.0 0.0023829787234 0.999829787234 0.00779467680608 0.0023829787234
0.258705752185 -0.0233835084186 0.00703422053232 1.0 0.00170212765957 0.999829787234 0.00703422053232 0.00170212765957
0.265244943438 -0.0233835084186 0.00589353612167 1.0 0.00170212765957 0.999829787234 0.00589353612167 0.00170212765957
0.271784134691 -0.0233835084186 0.00513307984791 1.0 0.00136170212766 0.999829787234 0.00513307984791 0.00136170212766
0.278323325945 -0.0233835084186 0.00494296577947 1.0 0.00136170212766 0.999829787234 0.00494296577947 0.00136170212766
0.284862517198 -0.0233835084186 0.00399239543726 1.0 0.0011914893617 0.999829787234 0.00399239543726 0.0011914893617
0.291401708451 -0.0233835084186 0.00361216730038 1.0 0.0011914893617 0.999829787234 0.00361216730038 0.0011914893617
0.297940899705 -0.0233835084186 0.0032319391635 1.0 0.0011914893617 0.999829787234 0.0032319391635 0.0011914893617
0.304480090958 -0.0233835084186 0.00247148288973 1.0 0.00102127659574 0.999829787234 0.00247148288973 0.00102127659574
0.311019282211 -0.0233835084186 0.00190114068441 1.0 0.00102127659574 0.999829787234 0.00190114068441 0.00102127659574
0.317558473465 -0.0233835084186 0.00152091254753 1.0 0.000510638297872 0.999829787234 0.00152091254753 0.000510638297872
0.324097664718 -0.0233835084186 0.000950570342205 1.0 0.000510638297872 0.999829787234 0.000950570342205 0.000510638297872
0.330636855971 -0.0233835084186 0.000950570342205 1.0 0.000510638297872 0.999829787234 0.000950570342205 0.000510638297872
0.337176047225 -0.0233835084186 0.000950570342205 1.0 0.000510638297872 0.999829787234 0.000950570342205 0.000510638297872
0.343715238478 -0.0233835084186 0.000380228136882 1.0 0.000340425531915 0.999829787234 0.000380228136882 0.000340425531915
-0.303664695602 -0.0229713110438 1.0 1.0 0.999829787234 0.999829787234 1.0 0.999659574468
-0.297125504348 -0.0229713110438 0.999809885932 1.0 0.999829787234 0.999829787234 0.999809885932 0.999659574468
-0.290586313095 -0.0229713110438 0.999619771863 1.0 0.999659574468 0.999829787234 0.999619771863 0.999489361702
-0.284047121842 -0.0229713110438 0.999619771863 1.0 0.999489361702 0.999829787234 0.999619771863 0.999319148936
-0.277507930588 -0.0229713110438 0.999619771863 1.0 0.999489361702 0.999829787234 0.999619771863 0.999319148936
-0.270968739335 -0.0229713110438 0.999429657795 1.0 0.999319148936 0.999829787234 0.999429657795 0.99914893617
-0.264429548082 -0.0229713110438 0.999239543726 1.0 0.99914893617 0.999829787234 0.999239543726 0.998978723404
-0.257890356828 -0.0229713110438 0.998859315589 1.0 0.998978723404 0.999829787234 0.998859315589 0.998808510638
-0.251351165575 -0.0229713110438 0.998479087452 1.0 0.998638297872 0.999829787234 0.998479087452 0.998468085106
-0.244811974322 -0.0229713110438 0.998288973384 1.0 0.998468085106 0.999829787234 0.998288973384 0.99829787234
-0.238272783068 -0.0229713110438 0.99752851711 1.0 0.997957446809 0.999829787234 0.99752851711 0.997787234043
-0.231733591815 -0.0229713110438 0.997338403042 1.0 0.997617021277 0.999829787234 0.997338403042 0.997446808511
-0.225194400562 -0.0229713110438 0.997338403042 1.0 0.997446808511 0.999829787234 0.997338403042 0.997276595745
-0.218655209308 -0.0229713110438 0.996768060837 1.0 0.996936170213 0.999829787234 0.996768060837 0.996765957447
-0.212116018055 -0.0229713110438 0.996007604563 1.0 0.996085106383 0.999829787234 0.996007604563 0.995914893617
-0.205576826802 -0.0229713110438 0.995817490494 1.0 0.995744680851 0.999829787234 0.995817490494 0.995574468085
-0.199037635548 -0.0229713110438 0.995437262357 1.0 0.995234042553 0.999829787234 0.995437262357 0.995063829787
-0.192498444295 -0.0229713110438 0.994866920152 1.0 0.994212765957 0.999829787234 0.994866920152 0.994042553191
-0.185959253042 -0.0229713110438 0.993726235741 1.0 0.993361702128 0.999829787234 0.993726235741 0.993191489362
-0.179420061788 -0.0229713110438 0.992775665399 1.0 0.992340425532 0.999829787234 0.992775665399 0.992170212766
-0.172880870535 -0.0229713110438 0.992585551331 1.0 0.99114893617 0.999829787234 0.992585551331 0.990978723404
-0.166341679282 -0.0229713110438 0.990494296578 1.0 0.990468085106 0.999829787234 0.990494296578 0.99029787234
-0.159802488028 -0.0229713110438 0.988403041825 1.0 0.987744680851 0.999829787234 0.988403041825 0.987574468085
-0.153263296775 -0.0229713110438 0.987642585551 1.0 0.985872340426 0.999829787234 0.987642585551 0.98570212766
-0.146724105522 -0.0229713110438 0.986311787072 1.0 0.983319148936 0.999829787234 0.986311787072 0.98314893617
-0.140184914268 -0.0229713110438 0.983269961977 1.0 0.979744680851 0.999829787234 0.983269961977 0.979574468085
-0.133645723015 -0.0229713110438 0.980798479087 1.0 0.976680851064 0.999829787234 0.980798479087 0.976510638298
-0.127106531762 -0.0229713110438 0.977376425856 1.0 0.973617021277 0.999829787234 0.977376425856 0.973446808511
-0.120567340508 -0.0229713110438 0.972813688213 1.0 0.969021276596 0.999829787234 0.972813688213 0.96885106383
-0.114028149255 -0.0229713110438 0.969391634981 1.0 0.963744680851 0.999829787234 0.969391634981 0.963574468085
-0.107488958002 -0.0229713110438 0.965779467681 1.0 0.955914893617 0.999829787234 0.965779467681 0.955744680851
-0.100949766748 -0.0229713110438 0.960456273764 1.0 0.949106382979 0.999829787234 0.960456273764 0.948936170213
-0.0944105754952 -0.0229713110438 0.952281368821 1.0 0.941787234043 0.999829787234 0.952281368821 0.941617021277
-0.0878713842418 -0.0229713110438 0.94391634981 1.0 0.932765957447 0.999829787234 0.94391634981 0.932595744681
-0.0813321929885 -0.0229713110438 0.93536121673 1.0 0.921191489362 0.999829787234 0.93536121673 0.921021276596
-0.0747930017352 -0.0229713110438 0.923954372624 1.0 0.906553191489 0.999829787234 0.923954372624 0.906382978723
-0.0682538104818 -0.0229713110438 0.910076045627 1.0 0.886808510638 0.999829787234 0.910076045627 0.886638297872
-0.0617146192285 -0.0229713110438 0.8963878327 1.0 0.869957446809 0.999829787234 0.8963878327 0.869787234043
-0.0551754279752 -0.0229713110438 0.882319391635 1.0 0.849361702128 0.999829787234 0.882319391635 0.849191489362
-0.0486362367218 -0.0229713110438 0.863878326996 1.0 0.826212765957 0.999829787234 0.863878326996 0.826042553191
-0.0420970454685 -0.0229713110438 0.843346007605 1.0 0.801361702128 0.999829787234 0.843346007605 0.801191489362
-0.0355578542152 -0.0229713110438 0.821292775665 1.0 0.772765957447 0.999829787234 0.821292775665 0.772595744681
-0.0290186629619 -0.0229713110438 0.794676806084 1.0 0.734468085106 0.999829787234 0.794676806084 0.73429787234
-0.0224794717085 -0.0229713110438 0.763307984791 1.0 0.690553191489 0.999829787234 0.763307984791 0.690382978723
-0.0159402804552 -0.0229713110438 0.731558935361 1.0 0.645106382979 0.999829787234 0.731558935361 0.644936170213
-0.00940108920187 -0.0229713110438 0.698479087452 1.0 0.600680851064 0.999829787234 0.698479087452 0.600510638298
-0.00286189794854 -0.0229713110438 0.66463878327 1.0 0.551659574468 0.999829787234 0.66463878327 0.551489361702
0.00367729330479 -0.0229713110438 0.625095057034 1.0 0.507574468085 0.999829787234 0.625095057034 0.507404255319
0.0102164845581 -0.0229713110438 0.584790874525 1.0 0.457191489362 0.999829787234 0.584790874525 0.457021276596
0.0167556758114 -0.0229713110438 0.544106463878 1.0 0.412085106383 0.999829787234 0.544106463878 0.412085106383
0.0232948670648 -0.0229713110438 0.50608365019 1.0 0.365787234043 0.999829787234 0.50608365019 0.365787234043
0.0298340583181 -0.0229713110438 0.464828897338 1.0 0.322382978723 0.999829787234 0.464828897338 0.322382978723
0.0363732495714 -0.0229713110438 0.424524714829 1.0 0.283914893617 0.999829787234 0.424524714829 0.283914893617
0.0429124408248 -0.0229713110438 0.386121673004 1.0 0.245106382979 0.999829787234 0.386121673004 0.245106382979
0.0494516320781 -0.0229713110438 0.348859315589 1.0 0.213617021277 0.999829787234 0.348859315589 0.213617021277
0.0559908233314 -0.0229713110438 0.31216730038 1.0 0.186723404255 0.999829787234 0.31216730038 0.186723404255
0.0625300145848 -0.0229713110438 0.278517110266 1.0 0.15914893617 0.999829787234 0.278517110266 0.15914893617
0.0690692058381 -0.0229713110438 0.250760456274 1.0 0.136 0.999829787234 0.250760456274 0.136
0.0756083970914 -0.0229713110438 0.225285171103 1.0 0.120170212766 0.999829787234 0.225285171103 0.120170212766
0.0821475883447 -0.0229713110438 0.204182509506 1.0 0.100765957447 0.999829787234 0.204182509506 0.100765957447
0.0886867795981 -0.0229713110438 0.181178707224 1.0 0.0845957446809 0.999829787234 0.181178707224 0.0845957446809
0.0952259708514 -0.0229713110438 0.161596958175 1.0 0.0714893617021 0.999829787234 0.161596958175 0.0714893617021
0.101765162105 -0.0229713110438 0.142015209125 1.0 0.0609361702128 0.999829787234 0.142015209125 0.0609361702128
0.108304353358 -0.0229713110438 0.125285171103 1.0 0.0524255319149 0.999829787234 0.125285171103 0.0524255319149
0.114843544611 -0.0229713110438 0.111596958175 1.0 0.0462978723404 0.999829787234 0.111596958175 0.0462978723404
0.121382735865 -0.0229713110438 0.0971482889734 1.0 0.0403404255319 0.999829787234 0.0971482889734 0.0403404255319
0.127921927118 -0.0229713110438 0.0838403041825 1.0 0.035914893617 0.999829787234 0.0838403041825 0.035914893617
0.134461118371 -0.0229713110438 0.0747148288973 1.0 0.032 0.999829787234 0.0747148288973 0.032
0.141000309625 -0.0229713110438 0.0669201520913 1.0 0.0284255319149 0.999829787234 0.0669201520913 0.0284255319149
0.147539500878 -0.0229713110438 0.0589353612167 1.0 0.0251914893617 0.999829787234 0.0589353612167 0.0251914893617
0.154078692131 -0.0229713110438 0.0519011406844 1.0 0.0209361702128 0.999829787234 0.0519011406844 0.0209361702128
0.160617883385 -0.0229713110438 0.0461977186312 1.0 0.0183829787234 0.999829787234 0.0461977186312 0.0183829787234
0.167157074638 -0.0229713110438 0.0408745247148 1.0 0.016170212766 0.999829787234 0.0408745247148 0.016170212766
0.173696265891 -0.0229713110438 0.0368821292776 1.0 0.0137872340426 0.999829787234 0.0368821292776 0.0137872340426
0.180235457145 -0.0229713110438 0.0321292775665 1.0 0.0127659574468 0.999829787234 0.0321292775665 0.0127659574468
0.186774648398 -0.0229713110438 0.0287072243346 1.0 0.0112340425532 0.999829787234 0.0287072243346 0.0112340425532
0.193313839651 -0.0229713110438 0.0264258555133 1.0 0.0091914893617 0.999829787234 0.0264258555133 0.0091914893617
0.199853030905 -0.0229713110438 0.0237642585551 1.0 0.00782978723404 0.999829787234 0.0237642585551 0.00782978723404
0.206392222158 -0.0229713110438 0.0226235741445 1.0 0.00714893617021 0.999829787234 0.0226235741445 0.00714893617021
0.212931413411 -0.0229713110438 0.0209125475285 1.0 0.00612765957447 0.999829787234 0.0209125475285 0.00612765957447
0.219470604665 -0.0229713110438 0.0182509505703 1.0 0.00510638297872 0.999829787234 0.0182509505703 0.00510638297872
0.226009795918 -0.0229713110438 0.0150190114068 1.0 0.00425531914894 0.999829787234 0.0150190114068 0.00425531914894
0.232548987171 -0.0229713110438 0.0121673003802 1.0 0.00391489361702 0.999829787234 0.0121673003802 0.00391489361702
0.239088178425 -0.0229713110438 0.0100760456274 1.0 0.00323404255319 0.999829787234 0.0100760456274 0.00323404255319
0.245627369678 -0.0229713110438 0.00950570342205 1.0 0.00272340425532 0.999829787234 0.00950570342205 0.00272340425532
0.252166560931 -0.0229713110438 0.00779467680608 1.0 0.0023829787234 0.999829787234 0.00779467680608 0.0023829787234
0.258705752185 -0.0229713110438 0.00703422053232 1.0 0.00170212765957 0.999829787234 0.00703422053232 0.00170212765957
0.265244943438 -0.0229713110438 0.00589353612167 1.0 0.00170212765957 0.999829787234 0.00589353612167 0.00170212765957
0.271784134691 -0.0229713110438 0.00513307984791 1.0 0.00136170212766 0.999829787234 0.00513307984791 0.00136170212766
0.278323325945 -0.0229713110438 0.00494296577947 1.0 0.00136170212766 0.999829787234 0.00494296577947 0.00136170212766
0.284862517198 -0.0229713110438 0.00399239543726 1.0 0.0011914893617 0.999829787234 0.00399239543726 0.0011914893617
0.291401708451 -0.0229713110438 0.00361216730038 1.0 0.0011914893617 0.999829787234 0.00361216730038 0.0011914893617
0.297940899705 -0.0229713110438 0.0032319391635 1.0 0.0011914893617 0.999829787234 0.0032319391635 0.0011914893617
0.304480090958 -0.0229713110438 0.00247148288973 1.0 0.00102127659574 0.999829787234 0.00247148288973 0.00102127659574
0.311019282211 -0.0229713110438 0.00190114068441 1.0 0.00102127659574 0.999829787234 0.00190114068441 0.00102127659574
0.317558473465 -0.0229713110438 0.00152091254753 1.0 0.000510638297872 0.999829787234 0.00152091254753 0.000510638297872
0.324097664718 -0.0229713110438 0.000950570342205 1.0 0.000510638297872 0.999829787234 0.000950570342205 0.000510638297872
0.330636855971 -0.0229713110438 0.000950570342205 1.0 0.000510638297872 0.999829787234 0.000950570342205 0.000510638297872
